Domain,Core Field,Job Role,Aptitude (LRDI),Aptitude (QA),Aptitude (VARC),EQ,Personality,Skills
Agriculture / Food,Agricultural Analysis and Support:,Agricultural Extension Officer,11,9,7,3,ESFJ,"Outreach programs management, farmer training, agricultural advisory services, and rural development initiatives. Knowledge of Agriculture/Food Industry, Analytical Skills, Communication Skills, Problem-Solving, Teamwork, Understanding of business fundamentals, budgeting, cost analysis, pricing strategies, and profitability assessment in agriculture and food sectors and Adaptability"
Agriculture / Food,Agricultural Analysis and Support:,Agricultural Extension Officer,11,9,7,3,ESFJ,"Agricultural Knowledge, Community Engagement, Communication, Field Work"
Agriculture / Food,Export-Import (Agriculture/Food):,Export-Import Coordinator (Agriculture/Food),9,7,11,7,ESTJ,"International trade regulations, export-import documentation, logistics coordination, and market entry strategies for agricultural and food products. Knowledge of Agriculture/Food Industry, Analytical Skills, Communication Skills, Problem-Solving, Teamwork, Understanding of business fundamentals, budgeting, cost analysis, pricing strategies, and profitability assessment in agriculture and food sectors and Adaptability"
Agriculture / Food,Farm Management:,Farm Manager,11,9,7,11,ISTJ,"Farm Management, Operations Management, Budget Management, Communication"
Agriculture / Food,Food Production and Quality:,Food Packaging Technician,11,9,9,2,ISTP,"Packaging design, material selection, packaging line management, and quality assurance for food packaging materials and processes, Knowledge of Agriculture/Food Industry, Analytical Skills, Communication Skills, Problem-Solving, Teamwork, Understanding of business fundamentals, budgeting, cost analysis, pricing strategies, and profitability assessment in agriculture and food sectors and Adaptability"
Agriculture / Food,Food Production and Quality:,Food Processing Consultant,11,9,9,12,INTJ,"Expertise in food processing technologies, quality control, regulatory compliance, and market trends in the food industry. Knowledge of Agriculture/Food Industry, Analytical Skills, Communication Skills, Problem-Solving, Teamwork, Understanding of business fundamentals, budgeting, cost analysis, pricing strategies, and profitability assessment in agriculture and food sectors and Adaptability"
Agriculture / Food,Food Production and Quality:,Food Quality Assurance Technician,11,9,9,3,ISFJ,"Quality control testing, product sampling, laboratory analysis, and compliance verification in food manufacturing facilities. Knowledge of Agriculture/Food Industry, Analytical Skills, Communication Skills, Problem-Solving, Teamwork, Understanding of business fundamentals, budgeting, cost analysis, pricing strategies, and profitability assessment in agriculture and food sectors and Adaptability"
Agriculture / Food,Food Production and Quality:,Food Safety Officer,11,9,9,3,ISTJ,"Food safety standards compliance, HACCP principles, food quality assurance, and inspection procedures in food manufacturing facilities. Knowledge of Agriculture/Food Industry, Analytical Skills, Communication Skills, Problem-Solving, Teamwork, Understanding of business fundamentals, budgeting, cost analysis, pricing strategies, and profitability assessment in agriculture and food sectors and Adaptability"
Agriculture / Food,Market Research (Agriculture/Food):,Market Research Manager (Agriculture/Food),11,9,9,11,ENTJ,"Market research methodologies, consumer behavior analysis, competitor analysis, and trend forecasting in the agriculture and food sectors. Knowledge of Agriculture/Food Industry, Analytical Skills, Communication Skills, Problem-Solving, Teamwork, Understanding of business fundamentals, budgeting, cost analysis, pricing strategies, and profitability assessment in agriculture and food sectors and Adaptability"
Agriculture / Food,Supply Chain and Sustainability:,Supply Chain Analyst (Agriculture/Food),11,9,9,7,ISFP,"Data analysis, demand forecasting, inventory management, logistics optimization, and supply chain analytics specific to agriculture and food sectors. Knowledge of Agriculture/Food Industry, Analytical Skills, Communication Skills, Problem-Solving, Teamwork, Understanding of business fundamentals, budgeting, cost analysis, pricing strategies, and profitability assessment in agriculture and food sectors and Adaptability"
Agriculture / Food,Supply Chain and Sustainability:,Sustainability Manager (Agriculture/Food),11,9,9,11,ISTJ,"Knowledge of sustainable agricultural practices, environmental regulations, and corporate social responsibility (CSR) initiatives in the agriculture and food industry. Knowledge of Agriculture/Food Industry, Analytical Skills, Communication Skills, Problem-Solving, Teamwork, Understanding of business fundamentals, budgeting, cost analysis, pricing strategies, and profitability assessment in agriculture and food sectors and Adaptability"
International Business,Export and Import Operations:,Export Coordinator,9,7,11,6,ISTJ,"Logistics management, documentation, communication, attention to detail, organizational skills"
International Business,Export and Import Operations:,Export Manager,9,7,11,11,ENTJ,"Export regulations, logistics management, negotiation, communication, market knowledge"
International Business,Export and Import Operations:,Import/Export Coordinator,9,7,11,7,ESFJ,"Logistics management, communication, attention to detail, knowledge of trade regulations, organizational skills"
International Business,Global Business Consulting:,Global Business Consultant,11,9,11,12,ENTJ,"Global business strategy, market analysis, communication, problem-solving, cultural awareness"
International Business,International Sales and Marketing:,International Business Development Manager,11,7,11,12,ENTJ,"Business development, market research, communication, strategic planning, negotiation"
International Business,International Sales and Marketing:,International Marketing Manager,11,7,11,12,ENFJ,"International marketing strategies, cultural awareness, communication, market analysis, digital marketing"
International Business,International Sales and Marketing:,International Sales Manager,11,7,11,11,ESTP,"Sales skills, communication, negotiation, market knowledge, cultural awareness"
International Business,International Trade Management:,International Trade Manager,9,7,11,11,ENTP,"International trade regulations, negotiation, communication, market analysis, logistics management"
International Business,Trade Analysis:,Trade Analyst,11,9,7,8,ISTP,"Trade regulations, data analysis, market research, communication, statistical knowledge"
Energy/Sustainability/Governance,Energy:,Energy Analyst,11,11,7,7,ISTJ,"Energy Market Analysis, Data Analysis, Research, Reporting"
Energy/Sustainability/Governance,Energy:,Energy Efficiency Consultant,11,11,7,12,INFJ,"Energy Efficiency, Data Analysis, Sustainability Planning, Communication"
Energy/Sustainability/Governance,Energy:,Energy Policy Analyst,11,11,7,7,ENTJ,"Policy Research, Data Analysis, Reporting, Communication"
Energy/Sustainability/Governance,Energy:,Energy Trader Assistant,11,11,7,6,ESTP,"Energy Markets, Trading Strategies, Data Analysis, Risk Management"
Energy/Sustainability/Governance,Energy:,Renewable Energy Coordinator,11,11,7,8,INFJ,"Renewable Energy Technologies, Market Research, Project Management, Communication"
Energy/Sustainability/Governance,Sustainability:,Climate Change Analyst,11,7,9,4,INFP,"Climate Science, Data Analysis, Policy Research, Communication"
Energy/Sustainability/Governance,Sustainability:,Eco-efficiency Analyst,11,7,9,7,INTJ,"Analytical skills, sustainability knowledge, data analysis, communication, problem-solving"
Energy/Sustainability/Governance,Sustainability:,Environmental Analyst,11,7,9,7,ISFJ,"Data analysis, environmental regulations, research skills, communication, problem-solving"
Energy/Sustainability/Governance,Sustainability:,Environmental Consultant,11,7,9,11,INFJ,"Environmental regulations, analytical skills, communication, problem-solving, project management"
Energy/Sustainability/Governance,Sustainability:,Environmental Consultant,11,7,9,11,INFJ,"Environmental Science, Impact Assessment, Regulatory Compliance, Project Management"
Energy/Sustainability/Governance,Sustainability:,Environmental Educator,11,7,9,4,ENFJ,"Environmental Science, Communication, Teaching, Community Engagement"
Energy/Sustainability/Governance,Sustainability:,Environmental Intern,11,7,9,2,ISFP,"Research skills, environmental knowledge, communication, data analysis, organizational skills"
Energy/Sustainability/Governance,Sustainability:,Environmental Planner,11,7,9,3,INFJ,"Environmental Planning, Data Analysis, Regulatory Knowledge, Communication"
Energy/Sustainability/Governance,Sustainability:,Environmental Policy Assistant,11,7,9,7,ISFJ,"Policy Research, Data Analysis, Regulatory Knowledge, Reporting"
Energy/Sustainability/Governance,Sustainability:,Green Marketing Assistant,11,7,9,3,ENFP,"Marketing skills, sustainability knowledge, communication, creativity, social media management"
Energy/Sustainability/Governance,Sustainability:,Sustainability Analyst,11,7,9,8,INFP,"Sustainability Planning, Data Analysis, Reporting, Communication"
Energy/Sustainability/Governance,Sustainability:,Sustainability Associate,11,7,9,6,INFJ,"Sustainability knowledge, research skills, communication, project management, analytical skills"
Energy/Sustainability/Governance,Sustainability:,Sustainability Coordinator,11,7,9,7,ENFP,"Coordination, communication, sustainability knowledge, project management, organizational skills"
Energy/Sustainability/Governance,Sustainability:,Sustainability Intern,11,7,9,3,ESFP,"Research skills, sustainability knowledge, communication, data analysis, organizational skills"
Energy/Sustainability/Governance,Sustainability:,Sustainability Manager,11,7,9,12,INFJ,"Sustainability strategy, project management, communication, analytical skills, stakeholder engagement"
Energy/Sustainability/Governance,Governance:,Trading Analyst,12,7,9,8,ENTJ,"Trading Strategies, Data Analysis, Reporting, Risk Management"
Energy/Sustainability/Governance,Governance:,Trading Operations Assistant,12,7,9,3,ESFJ,"Trading Operations, Data Analysis, Reporting, Compliance"
Energy/Sustainability/Governance,Waste Management:,Waste Management Analyst,11,7,9,7,ISTJ,"Waste Management, Data Analysis, Environmental Science, Reporting"
Entrepreneurship,Innovation and Startup Support:,Innovation Analyst,11,7,11,8,INTJ,"Innovation Strategy, Market Research, Data Analysis, Creativity"
Entrepreneurship,Innovation and Startup Support:,Innovation Coordinator,11,7,11,11,ENTP,"Creativity, Project Management, Research, Communication"
Entrepreneurship,Innovation and Startup Support:,Startup Analyst,11,7,11,7,INTJ,"Financial Analysis, Market Research, Reporting, Presentation"
Entrepreneurship,Innovation and Startup Support:,Entrepreneurial Assistant,11,7,11,6,ENFP,"Business Planning, Market Research, Financial Analysis, Networking"
Entrepreneurship,Finance and Operations Support:,Finance Assistant,11,11,7,6,ISFJ,"Financial Analysis, Data Entry, Reporting, Financial Planning"
Social/ Rural/Urban/Development/Business Envirnoment,Administrative and Support:,Administrative Assistant,7,7,11,3,ISFJ,"Organizational skills, time management, communication, data entry, problem-solving"
Social/ Rural/Urban/Development/Business Envirnoment,Administrative and Support:,Administrative Assistant,7,7,11,3,ISFJ,"Organizational skills, communication, time management, data entry, problem-solving"
Social/ Rural/Urban/Development/Business Envirnoment,Administrative and Support:,Administrative Support,7,7,11,2,ESFJ,"Administrative skills, communication, organizational skills, data entry, problem-solving"
Social/ Rural/Urban/Development/Business Envirnoment,Advocacy and Capacity Building:,Advocacy Coordinator,9,7,11,7,INFJ,"Communication skills, public speaking, campaign planning, stakeholder engagement, networking"
Social/ Rural/Urban/Development/Business Envirnoment,Advocacy and Capacity Building:,Capacity Building Coordinator,9,7,11,7,ENFJ,"Training, Community Engagement, Program Management, Communication"
Social/ Rural/Urban/Development/Business Envirnoment,City Management and Urban Planning:,City Management Associate,11,7,11,7,ESTJ,"City Management, Data Analysis, Communication, Project Coordination"
Social/ Rural/Urban/Development/Business Envirnoment,City Management and Urban Planning:,Urban Planner,11,7,11,8,INTJ,"Urban Planning, GIS, Data Analysis, Project Management"
Social/ Rural/Urban/Development/Business Envirnoment,Community Development and Outreach:,Community Development Officer,7,6,11,4,ENFP,"Community Engagement, Project Management, Communication, Field Work"
Social/ Rural/Urban/Development/Business Envirnoment,Community Development and Outreach:,Community Outreach Coordinator,7,6,11,7,ENFJ,"Community Engagement, Communication, Program Management, Field Work"
Social/ Rural/Urban/Development/Business Envirnoment,Corporate Social Responsibility (CSR):,Corporate Social Responsibility (CSR) Manager,11,7,11,12,ENFJ,"CSR strategy, project management, communication, stakeholder engagement, ethical leadership"
Social/ Rural/Urban/Development/Business Envirnoment,Corporate Social Responsibility (CSR):,CSR Assistant,11,7,11,2,ISFJ,"Administrative skills, communication, CSR knowledge, project support, organizational skills"
Social/ Rural/Urban/Development/Business Envirnoment,Corporate Social Responsibility (CSR):,CSR Coordinator,11,7,11,7,ENFJ,"Coordination, communication, CSR knowledge, project management, stakeholder engagement"
Social/ Rural/Urban/Development/Business Envirnoment,Corporate Social Responsibility (CSR):,CSR Coordinator,11,7,11,7,ENFJ,"Corporate Social Responsibility, Community Engagement, Reporting, Project Management"
Social/ Rural/Urban/Development/Business Envirnoment,Development and Economic Analysis:,Development Manager,11,11,7,11,ENTJ,"Project management, fundraising, strategic planning, financial management, leadership"
Social/ Rural/Urban/Development/Business Envirnoment,Development and Economic Analysis:,Development Officer,11,11,7,3,ENFJ,"Fundraising, donor relations, communication, project management, financial management"
Social/ Rural/Urban/Development/Business Envirnoment,Development and Economic Analysis:,Development Project Assistant,11,11,7,2,ESFJ,"Project Management, Field Work, Reporting, Communication"
Social/ Rural/Urban/Development/Business Envirnoment,Development and Economic Analysis:,Economic Analyst,11,11,7,7,ISTJ,"Economic analysis, data interpretation, research skills, statistical knowledge, communication"
Social/ Rural/Urban/Development/Business Envirnoment,Development and Economic Analysis:,Economic Consultant,11,11,7,12,ENTJ,"Consulting skills, economic analysis, industry research, and client advisory to address business challenges and opportunities. Analytical Skills, Communication Skills, Proficiency in research methodologies, data collection, literature review, and report writing to contribute to economic analysis and research projects, Problem-Solving, Proficiency in quantitative methods, statistical analysis, and econometric modeling to analyze economic phenomena and interpret results, Understanding of business principles, industry dynamics, competitive landscapes, and regulatory environments to assess business opportunities and risks, Adaptability and Teamwork"
Social/ Rural/Urban/Development/Business Envirnoment,Development and Economic Analysis:,Economic Policy Analyst,11,11,7,7,INFJ,"Strong analytical skills, knowledge of economic theories and models, ability to analyze policy implications, and communicate findings to stakeholders. Analytical Skills, Communication Skills, Proficiency in research methodologies, data collection, literature review, and report writing to contribute to economic analysis and research projects, Problem-Solving, Proficiency in quantitative methods, statistical analysis, and econometric modeling to analyze economic phenomena and interpret results, Understanding of business principles, industry dynamics, competitive landscapes, and regulatory environments to assess business opportunities and risks, Adaptability and Teamwork"
Social/ Rural/Urban/Development/Business Envirnoment,Fundraising and NGO Management:,Fundraising Assistant,9,7,11,6,ENFP,"Fundraising, Communication, Relationship Building, Reporting"
Social/ Rural/Urban/Development/Business Envirnoment,Fundraising and NGO Management:,NGO Associate,9,7,11,8,ENFJ,"Community Engagement, Project Management, Reporting, Communication"
Social/ Rural/Urban/Development/Business Envirnoment,Fundraising and NGO Management:,NGO Manager,9,7,11,12,ENTJ,"Leadership, financial management, project management, fundraising, strategic planning"
Social/ Rural/Urban/Development/Business Envirnoment,Fundraising and NGO Management:,NGO Worker,9,7,11,3,ISFP,"Project management, communication, cultural sensitivity, teamwork, flexibility"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Government Relations Specialist,11,7,11,12,ENFJ,"Knowledge of government processes, lobbying, negotiation, policy analysis, networking"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Housing Officer,11,7,11,3,ESTJ,"Housing Policy, Community Engagement, Data Analysis, Communication"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Policy Advisor,11,7,11,11,INFJ,"Policy analysis, research, communication, problem-solving, strategic thinking"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Policy Advisor,11,7,11,11,INFJ,"Policy analysis, research skills, communication, problem-solving, strategic thinking"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Policy Analyst,11,7,11,7,INTJ,"Analytical skills, research skills, critical thinking, data interpretation, written and verbal communication"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Policy Analyst,11,7,11,7,INTJ,"Policy Research, Data Analysis, Communication, Reporting"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Policy Analyst Assistant,11,7,11,3,ISFP,"Assist in policy analysis, regulatory research, and impact assessment studies to support policy formulation and evaluation processes. Analytical Skills, Communication Skills, Proficiency in research methodologies, data collection, literature review, and report writing to contribute to economic analysis and research projects, Problem-Solving, Proficiency in quantitative methods, statistical analysis, and econometric modeling to analyze economic phenomena and interpret results, Understanding of business principles, industry dynamics, competitive landscapes, and regulatory environments to assess business opportunities and risks, Adaptability and Teamwork"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Policy Assistant,11,7,11,3,ESFP,"Research, administrative skills, communication, attention to detail, data entry"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Policy Assistant,11,7,11,3,ESFP,"Research skills, administrative skills, communication, data entry, attention to detail"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Policy Consultant,11,7,11,12,ENTJ,"Analytical skills, research, communication, problem-solving, project management"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Policy Research Associate,11,7,11,7,ENFP,"Research skills, policy analysis, report writing, and presentation skills to contribute to policy development and advocacy initiatives. Analytical Skills, Communication Skills, Proficiency in research methodologies, data collection, literature review, and report writing to contribute to economic analysis and research projects, Problem-Solving, Proficiency in quantitative methods, statistical analysis, and econometric modeling to analyze economic phenomena and interpret results, Understanding of business principles, industry dynamics, competitive landscapes, and regulatory environments to assess business opportunities and risks, Adaptability and Teamwork"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Policy Researcher,11,7,11,7,INTP,"Research skills, data analysis, report writing, critical thinking, attention to detail"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Policy Researcher,11,7,11,7,INTP,"Research skills, policy analysis, data analysis, communication, critical thinking"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Public Affairs Manager,11,7,11,12,ENFJ,"Strategic planning, media relations, public speaking, crisis management, stakeholder engagement"
Social/ Rural/Urban/Development/Business Envirnoment,Government Relations and Policy Analysis:,Public Policy Analyst,11,7,11,7,INTJ,"Policy Analysis, Data Analysis, Research, Communication"
Social/ Rural/Urban/Development/Business Envirnoment,Livelihood and Microfinance:,Livelihood Promotion Officer,11,9,9,7,ESFP,"Livelihood Programs, Community Engagement, Training, Communication"
Social/ Rural/Urban/Development/Business Envirnoment,Livelihood and Microfinance:,Microfinance Officer,11,9,9,4,ENFJ,"Financial Services, Community Engagement, Customer Service, Data Analysis"
Social/ Rural/Urban/Development/Business Envirnoment,Social and Rural Development:,Rural Development Coordinator,9,7,11,7,ENFP,"Community development projects implementation, resource mobilization, stakeholder engagement, and impact assessment in rural areas. Knowledge of Agriculture/Food Industry, Analytical Skills, Communication Skills, Problem-Solving, Teamwork, Understanding of business fundamentals, budgeting, cost analysis, pricing strategies, and profitability assessment in agriculture and food sectors and Adaptability"
Social/ Rural/Urban/Development/Business Envirnoment,Social and Rural Development:,Social Development Officer,9,7,11,4,ENFJ,"Community Engagement, Policy Implementation, Reporting, Communication"
Social/ Rural/Urban/Development/Business Envirnoment,Social and Rural Development:,Social Worker,9,7,11,4,ISFJ,"Community Engagement, Counseling, Communication, Reporting"
